"Order","Family","common_name","sci_name","status"
"STRIGIFORMES","Strigidae","Northern Saw-whet Owl","Aegolius acadicus",NA
"CORACIIFORMES","Alcedinidae","Belted Kingfisher","Megaceryle alcyon",NA
"PICIFORMES","Picidae","Williamson's Sapsucker","Sphyrapicus thyroideus",NA
"PICIFORMES","Picidae","Yellow-bellied Sapsucker","Sphyrapicus varius",NA
"PICIFORMES","Picidae","Red-naped Sapsucker","Sphyrapicus nuchalis",NA
"PICIFORMES","Picidae","Red-breasted Sapsucker","Sphyrapicus ruber",NA
"PICIFORMES","Picidae","Lewis's Woodpecker","Melanerpes lewis",NA
"PICIFORMES","Picidae","Red-headed Woodpecker","Melanerpes erythrocephalus","Rare/Accidental"
"PICIFORMES","Picidae","Acorn Woodpecker","Melanerpes formicivorus","Rare/Accidental"
"PICIFORMES","Picidae","American Three-toed Woodpecker","Picoides dorsalis",NA
"PICIFORMES","Picidae","Black-backed Woodpecker","Picoides arcticus",NA
"PICIFORMES","Picidae","Downy Woodpecker","Dryobates pubescens",NA
"PICIFORMES","Picidae","Hairy Woodpecker","Dryobates villosus",NA
"PICIFORMES","Picidae","White-headed Woodpecker","Dryobates albolarvatus","Rare/Accidental"
"PICIFORMES","Picidae","Pileated Woodpecker","Dryocopus pileatus",NA
"PICIFORMES","Picidae","Northern Flicker","Colaptes auratus",NA
"FALCONIFORMES","Falconidae","Crested Caracara","Caracara plancus","Rare/Accidental"
"FALCONIFORMES","Falconidae","Eurasian Kestrel","Falco tinnunculus","Rare/Accidental"
"FALCONIFORMES","Falconidae","American Kestrel","Falco sparverius",NA
"FALCONIFORMES","Falconidae","Merlin","Falco columbarius",NA
"FALCONIFORMES","Falconidae","Gyrfalcon","Falco rusticolus",NA
"FALCONIFORMES","Falconidae","Peregrine Falcon","Falco peregrinus",NA
"FALCONIFORMES","Falconidae","Prairie Falcon","Falco mexicanus",NA
"PASSERIFORMES","Tyrannidae","Olive-sided Flycatcher","Contopus cooperi","Near-threatened"
"PASSERIFORMES","Tyrannidae","Western Wood-Pewee","Contopus sordidulus",NA
"PASSERIFORMES","Tyrannidae","Eastern Wood-Pewee","Contopus virens","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Yellow-bellied Flycatcher","Empidonax flaviventris",NA
"PASSERIFORMES","Tyrannidae","Acadian Flycatcher","Empidonax virescens","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Alder Flycatcher","Empidonax alnorum",NA
"PASSERIFORMES","Tyrannidae","Willow Flycatcher","Empidonax traillii",NA
"PASSERIFORMES","Tyrannidae","Least Flycatcher","Empidonax minimus",NA
"PASSERIFORMES","Tyrannidae","Hammond's Flycatcher","Empidonax hammondii",NA
"PASSERIFORMES","Tyrannidae","Gray Flycatcher","Empidonax wrightii","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Dusky Flycatcher","Empidonax oberholseri",NA
"PASSERIFORMES","Tyrannidae","Western Flycatcher","Empidonax difficilis","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Black Phoebe","Sayornis nigricans","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Eastern Phoebe","Sayornis phoebe",NA
"PASSERIFORMES","Tyrannidae","Say's Phoebe","Sayornis saya",NA
"PASSERIFORMES","Tyrannidae","Vermilion Flycatcher","Pyrocephalus rubinus","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Ash-throated Flycatcher","Myiarchus cinerascens","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Great Crested Flycatcher","Myiarchus crinitus","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Tropical Kingbird","Tyrannus melancholicus",NA
"PASSERIFORMES","Tyrannidae","Thick-billed Kingbird","Tyrannus crassirostris","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Western Kingbird","Tyrannus verticalis",NA
"PASSERIFORMES","Tyrannidae","Eastern Kingbird","Tyrannus tyrannus",NA
"PASSERIFORMES","Tyrannidae","Gray Kingbird","Tyrannus dominicensis","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Scissor-tailed Flycatcher","Tyrannus forficatus","Rare/Accidental"
"PASSERIFORMES","Tyrannidae","Fork-tailed Flycatcher","Tyrannus savana","Rare/Accidental"
"PASSERIFORMES","Vireonidae","Black-capped Vireo","Vireo atricapilla","Rare/Accidental Near-threatened"
"PASSERIFORMES","Vireonidae","White-eyed Vireo","Vireo griseus","Rare/Accidental"
"PASSERIFORMES","Vireonidae","Bell's Vireo","Vireo bellii","Rare/Accidental"
"PASSERIFORMES","Vireonidae","Hutton's Vireo","Vireo huttoni",NA
"PASSERIFORMES","Vireonidae","Cassin's Vireo","Vireo cassinii",NA
"PASSERIFORMES","Vireonidae","Blue-headed Vireo","Vireo solitarius",NA
"PASSERIFORMES","Vireonidae","Philadelphia Vireo","Vireo philadelphicus",NA
"PASSERIFORMES","Vireonidae","Warbling Vireo","Vireo gilvus",NA
"PASSERIFORMES","Vireonidae","Red-eyed Vireo","Vireo olivaceus",NA
"PASSERIFORMES","Vireonidae","Yellow-green Vireo","Vireo flavoviridis","Rare/Accidental"
"PASSERIFORMES","Laniidae","Red-backed Shrike","Lanius collurio","Rare/Accidental"
"PASSERIFORMES","Laniidae","Brown Shrike","Lanius cristatus","Rare/Accidental"
"PASSERIFORMES","Laniidae","Loggerhead Shrike","Lanius ludovicianus","Rare/Accidental Near-threatened"
"PASSERIFORMES","Laniidae","Northern Shrike","Lanius borealis",NA
"PASSERIFORMES","Corvidae","Canada Jay","Perisoreus canadensis",NA
"PASSERIFORMES","Corvidae","Pinyon Jay","Gymnorhinus cyanocephalus","Rare/Accidental Vulnerable"
"PASSERIFORMES","Corvidae","Steller's Jay","Cyanocitta stelleri",NA
"PASSERIFORMES","Corvidae","Blue Jay","Cyanocitta cristata",NA
"PASSERIFORMES","Corvidae","California Scrub-Jay","Aphelocoma californica","Rare/Accidental"
"PASSERIFORMES","Corvidae","Black-billed Magpie","Pica hudsonia",NA
"PASSERIFORMES","Corvidae","Clark's Nutcracker","Nucifraga columbiana",NA
"PASSERIFORMES","Corvidae","American Crow","Corvus brachyrhynchos",NA
"PASSERIFORMES","Corvidae","Common Raven","Corvus corax",NA
"PASSERIFORMES","Paridae","Black-capped Chickadee","Poecile atricapillus",NA
"PASSERIFORMES","Paridae","Mountain Chickadee","Poecile gambeli",NA
"PASSERIFORMES","Paridae","Chestnut-backed Chickadee","Poecile rufescens",NA
"PASSERIFORMES","Paridae","Boreal Chickadee","Poecile hudsonicus",NA
"PASSERIFORMES","Alaudidae","Eurasian Skylark","Alauda arvensis","Introduced species"
"PASSERIFORMES","Alaudidae","Horned Lark","Eremophila alpestris",NA
"PASSERIFORMES","Hirundinidae","Bank Swallow","Riparia riparia",NA
"PASSERIFORMES","Hirundinidae","Tree Swallow","Tachycineta bicolor",NA
"PASSERIFORMES","Hirundinidae","Violet-green Swallow","Tachycineta thalassina",NA
"PASSERIFORMES","Hirundinidae","Purple Martin","Progne subis",NA
"PASSERIFORMES","Hirundinidae","Northern Rough-winged Swallow","Stelgidopteryx serripennis",NA
"PASSERIFORMES","Hirundinidae","Barn Swallow","Hirundo rustica",NA
"PASSERIFORMES","Hirundinidae","Western House-Martin","Delichon urbicum","Rare/Accidental"
"PASSERIFORMES","Hirundinidae","Cliff Swallow","Petrochelidon pyrrhonota",NA
"PASSERIFORMES","Hirundinidae","Cave Swallow","Petrochelidon fulva","Rare/Accidental"
"PASSERIFORMES","Phylloscopidae","Yellow-browed Warbler","Phylloscopus inornatus","Rare/Accidental"
"PASSERIFORMES","Aegithalidae","Bushtit","Psaltriparus minimus",NA
"PASSERIFORMES","Regulidae","Ruby-crowned Kinglet","Corthylio calendula",NA
"PASSERIFORMES","Regulidae","Golden-crowned Kinglet","Regulus satrapa",NA
"PASSERIFORMES","Sittidae","White-breasted Nuthatch","Sitta carolinensis",NA
"PASSERIFORMES","Sittidae","Pygmy Nuthatch","Sitta pygmaea",NA
"PASSERIFORMES","Sittidae","Red-breasted Nuthatch","Sitta canadensis",NA
"PASSERIFORMES","Certhiidae","Brown Creeper","Certhia americana",NA
"PASSERIFORMES","Polioptilidae","Blue-gray Gnatcatcher","Polioptila caerulea","Rare/Accidental"
"PASSERIFORMES","Troglodytidae","Rock Wren","Salpinctes obsoletus",NA
"PASSERIFORMES","Troglodytidae","Canyon Wren","Catherpes mexicanus",NA
"PASSERIFORMES","Troglodytidae","Northern House Wren","Troglodytes aedon",NA
"PASSERIFORMES","Troglodytidae","Pacific Wren","Troglodytes pacificus",NA
"PASSERIFORMES","Troglodytidae","Winter Wren","Troglodytes hiemalis",NA
"PASSERIFORMES","Troglodytidae","Sedge Wren","Cistothorus stellaris","Rare/Accidental"
"PASSERIFORMES","Troglodytidae","Marsh Wren","Cistothorus palustris",NA
"PASSERIFORMES","Troglodytidae","Bewick's Wren","Thryomanes bewickii",NA
"PASSERIFORMES","Cinclidae","American Dipper","Cinclus mexicanus",NA
"PASSERIFORMES","Sturnidae","European Starling","Sturnus vulgaris","Introduced species"
"PASSERIFORMES","Sturnidae","White-cheeked Starling","Spodiopsar cineraceus","Uncertain origin"
"PASSERIFORMES","Sturnidae","Crested Myna","Acridotheres cristatellus","Extirpated"
"PASSERIFORMES","Mimidae","Gray Catbird","Dumetella carolinensis",NA
"PASSERIFORMES","Mimidae","Curve-billed Thrasher","Toxostoma curvirostre","Rare/Accidental"
"PASSERIFORMES","Mimidae","Brown Thrasher","Toxostoma rufum","Rare/Accidental"
"PASSERIFORMES","Mimidae","Sage Thrasher","Oreoscoptes montanus",NA
"PASSERIFORMES","Mimidae","Northern Mockingbird","Mimus polyglottos",NA
"PASSERIFORMES","Turdidae","Eastern Bluebird","Sialia sialis","Rare/Accidental"
"PASSERIFORMES","Turdidae","Western Bluebird","Sialia mexicana",NA
"PASSERIFORMES","Turdidae","Mountain Bluebird","Sialia currucoides",NA
"PASSERIFORMES","Turdidae","Townsend's Solitaire","Myadestes townsendi",NA
"PASSERIFORMES","Turdidae","Varied Thrush","Ixoreus naevius",NA
"PASSERIFORMES","Turdidae","Veery","Catharus fuscescens",NA
"PASSERIFORMES","Turdidae","Gray-cheeked Thrush","Catharus minimus",NA
"PASSERIFORMES","Turdidae","Swainson's Thrush","Catharus ustulatus",NA
"PASSERIFORMES","Turdidae","Hermit Thrush","Catharus guttatus",NA
"PASSERIFORMES","Turdidae","Wood Thrush","Hylocichla mustelina","Rare/Accidental"
"PASSERIFORMES","Turdidae","Redwing","Turdus iliacus","Rare/Accidental Near-threatened"
"PASSERIFORMES","Turdidae","American Robin","Turdus migratorius",NA
"PASSERIFORMES","Turdidae","Fieldfare","Turdus pilaris","Rare/Accidental"
"PASSERIFORMES","Turdidae","Dusky Thrush","Turdus eunomus","Rare/Accidental"
"PASSERIFORMES","Muscicapidae","Red-flanked Bluetail","Tarsiger cyanurus","Rare/Accidental"
"PASSERIFORMES","Muscicapidae","Blue Rock-Thrush","Monticola solitarius","Rare/Accidental"
"PASSERIFORMES","Muscicapidae","Northern Wheatear","Oenanthe oenanthe",NA
"PASSERIFORMES","Bombycillidae","Bohemian Waxwing","Bombycilla garrulus",NA
"PASSERIFORMES","Bombycillidae","Cedar Waxwing","Bombycilla cedrorum",NA
"PASSERIFORMES","Prunellidae","Siberian Accentor","Prunella montanella","Rare/Accidental"
"PASSERIFORMES","Passeridae","House Sparrow","Passer domesticus","Introduced species"
"PASSERIFORMES","Motacillidae","Gray Wagtail","Motacilla cinerea","Rare/Accidental"
"PASSERIFORMES","Motacillidae","Eastern Yellow Wagtail","Motacilla tschutschensis","Rare/Accidental"
"PASSERIFORMES","Motacillidae","Citrine Wagtail","Motacilla citreola","Rare/Accidental"
"PASSERIFORMES","Motacillidae","White Wagtail","Motacilla alba","Rare/Accidental"
"PASSERIFORMES","Motacillidae","Red-throated Pipit","Anthus cervinus","Rare/Accidental"
"PASSERIFORMES","Motacillidae","Siberian Pipit","Anthus japonicus","Rare/Accidental"
"PASSERIFORMES","Motacillidae","American Pipit","Anthus rubescens",NA
"PASSERIFORMES","Motacillidae","Sprague's Pipit","Anthus spragueii","Vulnerable"
"PASSERIFORMES","Fringillidae","Brambling","Fringilla montifringilla","Rare/Accidental"
"PASSERIFORMES","Fringillidae","Evening Grosbeak","Coccothraustes vespertinus","Vulnerable"
"PASSERIFORMES","Fringillidae","Pine Grosbeak","Pinicola enucleator",NA
"PASSERIFORMES","Fringillidae","Gray-crowned Rosy-Finch","Leucosticte tephrocotis",NA
"PASSERIFORMES","Fringillidae","House Finch","Haemorhous mexicanus",NA
"PASSERIFORMES","Fringillidae","Purple Finch","Haemorhous purpureus",NA
"PASSERIFORMES","Fringillidae","Cassin's Finch","Haemorhous cassinii",NA
"PASSERIFORMES","Fringillidae","Oriental Greenfinch","Chloris sinica","Rare/Accidental"
"PASSERIFORMES","Fringillidae","Redpoll","Acanthis flammea",NA
"PASSERIFORMES","Fringillidae","Red Crossbill","Loxia curvirostra",NA
"PASSERIFORMES","Fringillidae","White-winged Crossbill","Loxia leucoptera",NA
"PASSERIFORMES","Fringillidae","Pine Siskin","Spinus pinus",NA
"PASSERIFORMES","Fringillidae","Lesser Goldfinch","Spinus psaltria","Rare/Accidental"
"PASSERIFORMES","Fringillidae","American Goldfinch","Spinus tristis",NA
"PASSERIFORMES","Calcariidae","Lapland Longspur","Calcarius lapponicus",NA
"PASSERIFORMES","Calcariidae","Chestnut-collared Longspur","Calcarius ornatus","Rare/Accidental Vulnerable"
"PASSERIFORMES","Calcariidae","Smith's Longspur","Calcarius pictus",NA
"PASSERIFORMES","Calcariidae","Thick-billed Longspur","Rhynchophanes mccownii","Rare/Accidental"
"PASSERIFORMES","Calcariidae","Snow Bunting","Plectrophenax nivalis",NA
"PASSERIFORMES","Calcariidae","McKay's Bunting","Plectrophenax hyperboreus","Rare/Accidental"
"PASSERIFORMES","Emberizidae","Pine Bunting","Emberiza leucocephalos","Rare/Accidental"
"PASSERIFORMES","Emberizidae","Pallas's Bunting","Emberiza pallasi","Rare/Accidental"
"PASSERIFORMES","Emberizidae","Little Bunting","Emberiza pusilla","Rare/Accidental"
"PASSERIFORMES","Emberizidae","Rustic Bunting","Emberiza rustica","Rare/Accidental Vulnerable"
"PASSERIFORMES","Passerellidae","Grasshopper Sparrow","Ammodramus savannarum",NA
"PASSERIFORMES","Passerellidae","Chipping Sparrow","Spizella passerina",NA
"PASSERIFORMES","Passerellidae","Clay-colored Sparrow","Spizella pallida",NA
"PASSERIFORMES","Passerellidae","Field Sparrow","Spizella pusilla","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Brewer's Sparrow","Spizella breweri",NA
"PASSERIFORMES","Passerellidae","Black-throated Sparrow","Amphispiza bilineata","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Lark Sparrow","Chondestes grammacus",NA
"PASSERIFORMES","Passerellidae","Lark Bunting","Calamospiza melanocorys","Rare/Accidental"
"PASSERIFORMES","Passerellidae","American Tree Sparrow","Spizelloides arborea",NA
"PASSERIFORMES","Passerellidae","Fox Sparrow","Passerella iliaca",NA
"PASSERIFORMES","Passerellidae","Dark-eyed Junco","Junco hyemalis",NA
"PASSERIFORMES","Passerellidae","White-crowned Sparrow","Zonotrichia leucophrys",NA
"PASSERIFORMES","Passerellidae","Golden-crowned Sparrow","Zonotrichia atricapilla",NA
"PASSERIFORMES","Passerellidae","Harris's Sparrow","Zonotrichia querula","Near-threatened"
"PASSERIFORMES","Passerellidae","White-throated Sparrow","Zonotrichia albicollis",NA
"PASSERIFORMES","Passerellidae","Sagebrush Sparrow","Artemisiospiza nevadensis","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Bell's Sparrow","Artemisiospiza belli","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Vesper Sparrow","Pooecetes gramineus",NA
"PASSERIFORMES","Passerellidae","LeConte's Sparrow","Ammospiza leconteii",NA
"PASSERIFORMES","Passerellidae","Nelson's Sparrow","Ammospiza nelsoni",NA
"PASSERIFORMES","Passerellidae","Savannah Sparrow","Passerculus sandwichensis",NA
"PASSERIFORMES","Passerellidae","Baird's Sparrow","Centronyx bairdii","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Song Sparrow","Melospiza melodia",NA
"PASSERIFORMES","Passerellidae","Lincoln's Sparrow","Melospiza lincolnii",NA
"PASSERIFORMES","Passerellidae","Swamp Sparrow","Melospiza georgiana",NA
"PASSERIFORMES","Passerellidae","Green-tailed Towhee","Pipilo chlorurus","Rare/Accidental"
"PASSERIFORMES","Passerellidae","Spotted Towhee","Pipilo maculatus",NA
"PASSERIFORMES","Icteriidae","Yellow-breasted Chat","Icteria virens",NA
"PASSERIFORMES","Icteridae","Yellow-headed Blackbird","Xanthocephalus xanthocephalus",NA
"PASSERIFORMES","Icteridae","Bobolink","Dolichonyx oryzivorus",NA
"PASSERIFORMES","Icteridae","Western Meadowlark","Sturnella neglecta",NA
"PASSERIFORMES","Icteridae","Orchard Oriole","Icterus spurius","Rare/Accidental"
"PASSERIFORMES","Icteridae","Hooded Oriole","Icterus cucullatus","Rare/Accidental"
"PASSERIFORMES","Icteridae","Bullock's Oriole","Icterus bullockii",NA
"PASSERIFORMES","Icteridae","Baltimore Oriole","Icterus galbula",NA
"PASSERIFORMES","Icteridae","Red-winged Blackbird","Agelaius phoeniceus",NA
"PASSERIFORMES","Icteridae","Brown-headed Cowbird","Molothrus ater",NA
"PASSERIFORMES","Icteridae","Rusty Blackbird","Euphagus carolinus","Vulnerable"
"PASSERIFORMES","Icteridae","Brewer's Blackbird","Euphagus cyanocephalus",NA
"PASSERIFORMES","Icteridae","Common Grackle","Quiscalus quiscula","Near-threatened"
"PASSERIFORMES","Icteridae","Great-tailed Grackle","Quiscalus mexicanus","Rare/Accidental"
"PASSERIFORMES","Parulidae","Ovenbird","Seiurus aurocapilla",NA
"PASSERIFORMES","Parulidae","Northern Waterthrush","Parkesia noveboracensis",NA
"PASSERIFORMES","Parulidae","Golden-winged Warbler","Vermivora chrysoptera","Rare/Accidental Near-threatened"
"PASSERIFORMES","Parulidae","Blue-winged Warbler","Vermivora cyanoptera","Rare/Accidental"
"PASSERIFORMES","Parulidae","Black-and-white Warbler","Mniotilta varia",NA
"PASSERIFORMES","Parulidae","Prothonotary Warbler","Protonotaria citrea","Rare/Accidental"
"PASSERIFORMES","Parulidae","Tennessee Warbler","Leiothlypis peregrina",NA
"PASSERIFORMES","Parulidae","Orange-crowned Warbler","Leiothlypis celata",NA
"PASSERIFORMES","Parulidae","Lucy's Warbler","Leiothlypis luciae","Rare/Accidental"
"PASSERIFORMES","Parulidae","Nashville Warbler","Leiothlypis ruficapilla",NA
"PASSERIFORMES","Parulidae","Connecticut Warbler","Oporornis agilis",NA
"PASSERIFORMES","Parulidae","MacGillivray's Warbler","Geothlypis tolmiei",NA
"PASSERIFORMES","Parulidae","Mourning Warbler","Geothlypis philadelphia",NA
"PASSERIFORMES","Parulidae","Kentucky Warbler","Geothlypis formosa","Rare/Accidental"
"PASSERIFORMES","Parulidae","Common Yellowthroat","Geothlypis trichas",NA
"PASSERIFORMES","Parulidae","Hooded Warbler","Setophaga citrina","Rare/Accidental"
"PASSERIFORMES","Parulidae","American Redstart","Setophaga ruticilla",NA
"PASSERIFORMES","Parulidae","Cape May Warbler","Setophaga tigrina",NA
"PASSERIFORMES","Parulidae","Northern Parula","Setophaga americana","Rare/Accidental"
"PASSERIFORMES","Parulidae","Magnolia Warbler","Setophaga magnolia",NA
"PASSERIFORMES","Parulidae","Bay-breasted Warbler","Setophaga castanea",NA
"PASSERIFORMES","Parulidae","Blackburnian Warbler","Setophaga fusca","Rare/Accidental"
"PASSERIFORMES","Parulidae","Yellow Warbler","Setophaga petechia",NA
"PASSERIFORMES","Parulidae","Chestnut-sided Warbler","Setophaga pensylvanica","Rare/Accidental"
"PASSERIFORMES","Parulidae","Blackpoll Warbler","Setophaga striata","Near-threatened"
"PASSERIFORMES","Parulidae","Black-throated Blue Warbler","Setophaga caerulescens","Rare/Accidental"
"PASSERIFORMES","Parulidae","Palm Warbler","Setophaga palmarum",NA
"PASSERIFORMES","Parulidae","Pine Warbler","Setophaga pinus","Rare/Accidental"
"PASSERIFORMES","Parulidae","Yellow-rumped Warbler","Setophaga coronata",NA
"PASSERIFORMES","Parulidae","Yellow-throated Warbler","Setophaga dominica","Rare/Accidental"
"PASSERIFORMES","Parulidae","Prairie Warbler","Setophaga discolor","Rare/Accidental"
"PASSERIFORMES","Parulidae","Black-throated Gray Warbler","Setophaga nigrescens",NA
"PASSERIFORMES","Parulidae","Townsend's Warbler","Setophaga townsendi",NA
"PASSERIFORMES","Parulidae","Hermit Warbler","Setophaga occidentalis","Rare/Accidental"
"PASSERIFORMES","Parulidae","Black-throated Green Warbler","Setophaga virens",NA
"PASSERIFORMES","Parulidae","Canada Warbler","Cardellina canadensis",NA
"PASSERIFORMES","Parulidae","Wilson's Warbler","Cardellina pusilla",NA
"PASSERIFORMES","Parulidae","Painted Redstart","Myioborus pictus","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Summer Tanager","Piranga rubra","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Scarlet Tanager","Piranga olivacea","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Western Tanager","Piranga ludoviciana",NA
"PASSERIFORMES","Cardinalidae","Northern Cardinal","Cardinalis cardinalis","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Rose-breasted Grosbeak","Pheucticus ludovicianus",NA
"PASSERIFORMES","Cardinalidae","Black-headed Grosbeak","Pheucticus melanocephalus",NA
"PASSERIFORMES","Cardinalidae","Blue Grosbeak","Passerina caerulea","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Lazuli Bunting","Passerina amoena",NA
"PASSERIFORMES","Cardinalidae","Indigo Bunting","Passerina cyanea","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Painted Bunting","Passerina ciris","Rare/Accidental"
"PASSERIFORMES","Cardinalidae","Dickcissel","Spiza americana","Rare/Accidental"
