internalTaxonId,scientificName,name,language,main
103773898,Oenanthe oenanthe,Northern Wheatear,English,true
103779230,Passerella unalaschcensis,Sooty Fox-sparrow,English,true
103883277,Troglodytes troglodytes,Τρυποφράχτης,"Greek, Modern (1453-)",false
103883277,Troglodytes troglodytes,Northern Wren,English,true
45354718,Puffinus bryani,Pardela de Bryan,Spanish; Castilian,false
45354718,Puffinus bryani,Bryan's Shearwater,English,true
22694601,Sterna dougallii,Sterne de Dougall,French,false
22694601,Sterna dougallii,Roseate Tern,English,true
22679886,Anser erythropus,Νανόχηνα,"Greek, Modern (1453-)",false
22679886,Anser erythropus,Lesser White-fronted Goose,English,true
22679875,Anser fabalis,Oie des moissons,French,false
22679875,Anser fabalis,Bean Goose,English,true
62155296,Rallus crepitans,Clapper Rail,English,true
22694324,Larus marinus,Greater Black-backed Gull,English,false
22694324,Larus marinus,Goéland marin,French,false
22694324,Larus marinus,Great Black-backed Gull,English,true
22698017,Pterodroma sandwichensis,Petrel hawaiano,Spanish; Castilian,false
22698017,Pterodroma sandwichensis,Hawaiian Petrel,English,true
132341128,Hydrobates castro,Band-rumped Storm-Petrel,English,false
132341128,Hydrobates castro,Pétrel de Castro,French,false
132341128,Hydrobates castro,Band-rumped Storm-petrel,English,true
132438298,Hydrobates leucorhous,Leach's Storm Petrel,English,false
132438298,Hydrobates leucorhous,Leach's Storm-Petrel,English,false
132438298,Hydrobates leucorhous,Paíño boreal,Spanish; Castilian,false
132438298,Hydrobates leucorhous,Pétrel cul-blanc,French,false
132438298,Hydrobates leucorhous,Leach's Storm-petrel,English,true
132450926,Hydrobates socorroensis,Townsend's Storm-petrel,English,true
22680398,Aythya marila,Scaup,English,false
22680398,Aythya marila,Σταχτόπαπια,"Greek, Modern (1453-)",false
22680398,Aythya marila,Greater Scaup,English,true
22680405,Somateria mollissima,Eider,English,false
22680405,Somateria mollissima,Eider común,Spanish; Castilian,false
22680405,Somateria mollissima,Common Eider,English,true
22680409,Somateria spectabilis,King Eider,English,true
22680415,Polysticta stelleri,Eider chico,Spanish; Castilian,false
22680415,Polysticta stelleri,Eider de Steller,Spanish; Castilian,false
22680415,Polysticta stelleri,Steller's Eider,English,true
22680423,Histrionicus histrionicus,Harlequin,English,false
22680423,Histrionicus histrionicus,Harlequin Duck,English,true
22680427,Clangula hyemalis,Pato havelda,Spanish; Castilian,false
22680427,Clangula hyemalis,Long-tailed Duck,English,true
22680441,Melanitta perspicillata,Surf Scoter,English,true
22680455,Bucephala clangula,Goldeneye,English,false
22680455,Bucephala clangula,Βουκεφάλα,"Greek, Modern (1453-)",false
22680455,Bucephala clangula,Common Goldeneye,English,true
22694160,Catharacta skua,Grand Labbe,French,false
22694160,Catharacta skua,Great Skua,English,true
22694218,Catharacta maccormicki,Labbe de McCormick,French,false
22694218,Catharacta maccormicki,South Polar Skua,English,true
22694240,Stercorarius pomarinus,Pomarine Skua,English,false
22694240,Stercorarius pomarinus,Labbe pomarin,French,false
22694240,Stercorarius pomarinus,Pomarine Jaeger,English,true
22694245,Stercorarius parasiticus,Arctic Skua,English,false
22694245,Stercorarius parasiticus,Labbe parasite,French,false
22694245,Stercorarius parasiticus,Arctic Jaeger,English,true
22694251,Stercorarius longicaudus,Long-tailed Skua,English,false
22694251,Stercorarius longicaudus,Labbe à longue queue,French,false
22694251,Stercorarius longicaudus,Long-tailed Jaeger,English,true
22694289,Larus crassirostris,Black-tailed Gull,English,true
22694317,Larus delawarensis,Goéland à bec cerclé,French,false
22694317,Larus delawarensis,Ring-billed Gull,English,true
22694321,Larus californicus,California Gull,English,true
22694334,Larus glaucescens,Glaucous-winged Gull,English,true
22694337,Larus occidentalis,Western Gull,English,true
22694343,Larus hyperboreus,Glaucous Gull,English,true
22694362,Larus schistisagus,Slaty-backed Gull,English,true
22694420,Larus ridibundus,Common Black-headed Gull,English,false
22694420,Larus ridibundus,Mouette rieuse,French,false
22694420,Larus ridibundus,النورس أسود الرأس,Arabic,false
22694420,Larus ridibundus,Καστανοκέφαλος Γλάρος,"Greek, Modern (1453-)",false
22694420,Larus ridibundus,Black-headed Gull,English,true
22694432,Larus philadelphia,Mouette de Bonaparte,French,false
22694432,Larus philadelphia,Bonaparte's Gull,English,true
22694455,Larus atricilla,Goéland atricille,French,false
22694455,Larus atricilla,Laughing Gull,English,true
22694462,Larus pipixcan,Mouette de Franklin,French,false
22694462,Larus pipixcan,Franklin's Gull,English,true
22694469,Hydrocoloeus minutus,Mouette pygmée,French,false
22694469,Hydrocoloeus minutus,Νανόγλαρος,"Greek, Modern (1453-)",false
22694469,Hydrocoloeus minutus,Little Gull,English,true
22694473,Pagophila eburnea,Ivory Gull,English,true
22694502,Rissa brevirostris,Red-legged Kittiwake,English,true
22694542,Thalasseus maximus,Sterne royale,French,false
22694542,Thalasseus maximus,Royal Tern,English,true
22694571,Thalasseus bergii,Crested Tern,English,false
22694571,Thalasseus bergii,Great Crested-Tern,English,false
22694571,Thalasseus bergii,Greater Crested Tern,English,false
22694571,Thalasseus bergii,Swift Tern,English,false
22694571,Thalasseus bergii,Sterne huppée,French,false
22694571,Thalasseus bergii,الخرشنة الخطافية,Arabic,false
22694571,Thalasseus bergii,Greater Crested Tern,English,true
22694646,Sterna forsteri,Forster's Tern,English,true
22694673,Sternula antillarum,Least Tern,English,true
22694722,Onychoprion lunatus,Gray-backed Tern,English,false
22694722,Onychoprion lunatus,Spectacled Tern,English,false
22694722,Onychoprion lunatus,Grey-backed Tern,English,true
22694841,Uria aalge,Common Murre,English,false
22694841,Uria aalge,Guillemot,English,false
22694841,Uria aalge,Guillemot de Troïl,French,false
22694841,Uria aalge,Common Murre,English,true
22694861,Cepphus grylle,Black Guillemot,English,true
22694864,Cepphus columba,Pigeon Guillemot,English,true
22694875,Brachyramphus brevirostris,Kittlitz's Murrelet,English,true
22694896,Synthliboramphus antiquus,Ancient Murrelet,English,true
22694927,Fratercula arctica,Puffin,English,false
22694927,Fratercula arctica,Atlantic Puffin,English,true
22696599,Podiceps grisegena,Κοκκινοβουτηχτάρι,"Greek, Modern (1453-)",false
22696599,Podiceps grisegena,Red-necked Grebe,English,true
22696610,Podiceps nigricollis,Eared Grebe,English,false
22696610,Podiceps nigricollis,Grèbe à cou noir,French,false
22696610,Podiceps nigricollis,Μαυροβουτηχτάρι,"Greek, Modern (1453-)",false
22696610,Podiceps nigricollis,Black-necked Grebe,English,true
22696657,Morus bassanus,Gannet,English,false
22696657,Morus bassanus,Fou de Bassan,French,false
22696657,Morus bassanus,Northern Gannet,English,true
22696698,Sula leucogaster,Fou brun,French,false
22696698,Sula leucogaster,Brown Booby,English,true
22697738,Fregata ariel,Frégate ariel,French,false
22697738,Fregata ariel,Lesser Frigatebird,English,true
22697839,Gavia pacifica,Pacific Loon,English,true
22697842,Gavia immer,Great Northern Diver,English,false
22697842,Gavia immer,Great Northern Loon,English,false
22697842,Gavia immer,Common Loon,English,true
22697847,Gavia adamsii,White-billed Diver,English,false
22697847,Gavia adamsii,Yellow-billed Diver,English,false
22697847,Gavia adamsii,colimbo de Adams,Spanish; Castilian,false
22697847,Gavia adamsii,Tuulik,Inupiaq,false
22697847,Gavia adamsii,Yellow-billed Loon,English,true
22697866,Fulmarus glacialis,Fulmar,English,false
22697866,Fulmarus glacialis,Northern Fulmar,English,true
22697954,Pterodroma nigripennis,Black-winged Petrel,English,true
22697957,Pterodroma cervicalis,White-naped Petrel,English,false
22697957,Pterodroma cervicalis,Fardela de cuello blanco,Spanish; Castilian,false
22697957,Pterodroma cervicalis,Petrel cuello blanco,Spanish; Castilian,false
22697957,Pterodroma cervicalis,White-necked Petrel,English,true
22697963,Pterodroma inexpectata,Petrel Moteado,Spanish; Castilian,false
22697963,Pterodroma inexpectata,Mottled Petrel,English,true
22697967,Pterodroma hypoleuca,Bonin Petrel,English,true
22697975,Pterodroma cookii,Fardela blanca de Cook,Spanish; Castilian,false
22697975,Pterodroma cookii,Fardela blanca de Más a Tierra,Spanish; Castilian,false
22697975,Pterodroma cookii,Fardela de Cook,Spanish; Castilian,false
22697975,Pterodroma cookii,Petrel de Cook,Spanish; Castilian,false
22697975,Pterodroma cookii,Cook's Petrel,English,true
22697984,Pterodroma pycrofti,Petrel de Pycroft,Spanish; Castilian,false
22697984,Pterodroma pycrofti,Pycroft's Petrel,English,true
22698012,Pterodroma heraldica,Herald Petrel,English,true
22698027,Pterodroma neglecta,Kermadec Petrel,English,true
22698030,Pterodroma externa,Juan Fernández Petrel,English,false
22698030,Pterodroma externa,Fardela blanca de Juan Fernández,Spanish; Castilian,false
22698030,Pterodroma externa,Fardela de Juan Fernández,Spanish; Castilian,false
22698030,Pterodroma externa,Fardela de Más Afuera,Spanish; Castilian,false
22698030,Pterodroma externa,Petrel cuello blanco,Spanish; Castilian,false
22698030,Pterodroma externa,Petrel de las Juan Fernádez,Spanish; Castilian,false
22698030,Pterodroma externa,Juan Fernandez Petrel,English,true
22698088,Pterodroma cahow,Cahow,English,false
22698088,Pterodroma cahow,Fardela de Bermudas,Spanish; Castilian,false
22698088,Pterodroma cahow,Petrel cahow,Spanish; Castilian,false
22698088,Pterodroma cahow,Bermuda Petrel,English,true
22698092,Pterodroma hasitata,Pájaro de las tempestades,Spanish; Castilian,false
22698092,Pterodroma hasitata,Pampero de La Bruja,Spanish; Castilian,false
22698092,Pterodroma hasitata,Black-capped Petrel,English,true
22698132,Bulweria bulwerii,Pétrel de Bulwer,French,false
22698132,Bulweria bulwerii,Bulwer's Petrel,English,true
22698172,Calonectris leucomelas,Streaked Shearwater,English,true
22698175,Ardenna pacifica,Puffin du Pacifique,French,false
22698175,Ardenna pacifica,Wedge-tailed Shearwater,English,true
22698182,Ardenna bulleri,Pardela Dorsigrís,Spanish; Castilian,false
22698182,Ardenna bulleri,Buller's Shearwater,English,true
22698195,Ardenna creatopus,Pink-footed Shearwater,English,true
22698216,Ardenna tenuirostris,Short-tailed Shearwater,English,true
22698222,Puffinus nativitatis,Christmas Shearwater,English,false
22698222,Puffinus nativitatis,Christmas Shearwater,English,true
22698226,Puffinus puffinus,Puffin des Anglais,French,false
22698226,Puffinus puffinus,Manx Shearwater,English,true
22698305,Diomedea exulans,Wandering Albatross,English,false
22698305,Diomedea exulans,Snowy Albatross,English,true
22698335,Phoebastria albatrus,Short-tailed Albatross,English,true
22698365,Phoebastria immutabilis,Albatros de Laysan,Spanish; Castilian,false
22698365,Phoebastria immutabilis,Laysan Albatross,English,true
22698425,Thalassarche chlororhynchos,Yellow-nosed Albatross,English,false
22698425,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,English,true
22698436,Oceanites oceanicus,Wilson's Storm Petrel,English,false
22698436,Oceanites oceanicus,Wilson's Storm-Petrel,English,false
22698436,Oceanites oceanicus,Océanite de Wilson,French,false
22698436,Oceanites oceanicus,Wilson's Storm-petrel,English,true
22698453,Pelagodroma marina,White-faced Storm Petrel,English,false
22698453,Pelagodroma marina,White-faced Storm-Petrel,English,false
22698453,Pelagodroma marina,Océanite frégate,French,false
22698453,Pelagodroma marina,White-faced Storm-petrel,English,true
22698459,Fregetta tropica,Black-bellied Storm Petrel,English,false
22698459,Fregetta tropica,Black-bellied Storm-Petrel,English,false
22698459,Fregetta tropica,Océanite à ventre noir,French,false
22698459,Fregetta tropica,Black-bellied Storm-petrel,English,true
22698485,Hydrobates microsoma,Least Storm Petrel,English,false
22698485,Hydrobates microsoma,Least Storm-Petrel,English,false
22698485,Hydrobates microsoma,Least Storm-petrel,English,true
22698562,Hydrobates homochroa,Ashy Storm Petrel,English,false
22698562,Hydrobates homochroa,Paíño ceniciento,Spanish; Castilian,false
22698562,Hydrobates homochroa,Paíño cenizo,Spanish; Castilian,false
22698562,Hydrobates homochroa,Ashy Storm-petrel,English,true
22728011,Pterodroma feae,Petrel gon-gon,Spanish; Castilian,false
22728011,Pterodroma feae,Cape Verde Petrel,English,true
22728372,Thalassarche carteri,Indian Yellow-nosed Albatross,English,true
22729421,Calonectris edwardsii,Cape Verde Shearwater,English,true
22732244,Calonectris borealis,Cory's Shearwater,English,true
22733989,Pelecanus occidentalis,Brown Pelican,English,true
22734194,Melanitta deglandi,White-winged Scoter,English,false
22734194,Melanitta deglandi,White-winged Scoter,English,true
22736135,Pterodroma deserta,Petrel de las Desertas,Spanish; Castilian,false
22736135,Pterodroma deserta,Desertas Petrel,English,true
22736173,Sula dactylatra,أطيش مبرقع,Arabic,false
22736173,Sula dactylatra,Masked Booby,English,true
45048812,Pterodroma macroptera,Great-winged Petrel,English,true
45959182,Puffinus lherminieri,Audubon's Shearwater,English,true
62101215,Synthliboramphus hypoleucus,Guadalupe Murrelet,English,true
22690515,Streptopelia roseogrisea,African Collared Dove,English,false
22690515,Streptopelia roseogrisea,African Collared-Dove,English,false
22690515,Streptopelia roseogrisea,Barbary Dove,English,false
22690515,Streptopelia roseogrisea,Ringed Turtle-Dove,English,false
22690515,Streptopelia roseogrisea,Rose-grey Dove,English,false
22690515,Streptopelia roseogrisea,Tourterelle rieuse,French,false
22690515,Streptopelia roseogrisea,African Collared-dove,English,true
133484158,Nesophlox evelynae,Bahama Woodstar,English,false
133484158,Nesophlox evelynae,Bahama Hummingbird,English,true
22727746,Anous ceruleus,Blue Noddy,English,true
22696887,Urile urile,Red-faced Cormorant,English,true
22696773,Nannopterum brasilianum,Neotropical Cormorant,English,true
22696776,Nannopterum auritum,Double-crested Cormorant,English,true
22696753,Urile penicillatus,Brown Cormorant,English,false
22696753,Urile penicillatus,Pencilled Cormorant,English,false
22696753,Urile penicillatus,Townsend's Cormorant,English,false
22696753,Urile penicillatus,Tufted Cormorant,English,false
22696753,Urile penicillatus,Cormoran de Brandt,French,false
22696753,Urile penicillatus,Cormoran sargento,Spanish; Castilian,false
22696753,Urile penicillatus,Pinselkormoran,German,false
22696753,Urile penicillatus,Pinselscharbe,German,false
22696753,Urile penicillatus,Brandt's Cormorant,English,true
22723840,Caryothraustes celaeno,Crimson-collared Grosbeak,English,true
22724160,Icterus parisorum,Scott's Oriole,English,true
22724108,Icterus gularis,Altamira Oriole,English,true
22724111,Icterus pustulatus,Streak-backed Oriole,English,true
103778667,Junco phaeonotus,Yellow-eyed Junco,English,true
22721091,Zonotrichia atricapilla,Golden-crowned Sparrow,English,true
22721088,Zonotrichia leucophrys,White-crowned Sparrow,English,true
22721064,Melospiza lincolnii,Lincoln's Sparrow,English,true
22721058,Melospiza melodia,Song Sparrow,English,true
22721141,Passerculus bairdii,Baird's Sparrow,English,true
103780113,Artemisiospiza belli,Bell's Sparrow,English,true
103780166,Artemisiospiza nevadensis,Sagebrush Sparrow,English,true
22679909,Anser rossii,Ross's Goose,English,true
22721200,Amphispiza quinquestriata,Five-striped Sparrow,English,true
22721191,Chondestes grammacus,Lark Sparrow,English,true
22721188,Pooecetes gramineus,Vesper Sparrow,English,true
22721185,Spizella atrogularis,Black-chinned Sparrow,English,true
22721179,Spizella pusilla,Field Sparrow,English,true
22721165,Spizella pallida,Clay-coloured Sparrow,English,false
22721165,Spizella pallida,Clay-colored Sparrow,English,true
22721272,Peucaea cassinii,Cassin's Sparrow,English,true
22721280,Peucaea carpalis,Rufous-winged Sparrow,English,true
22721315,Melozone aberti,Abert's Towhee,English,true
22721323,Melozone crissalis,California Towhee,English,true
22721310,Pipilo erythrophthalmus,Eastern Towhee,English,true
22721304,Pipilo chlorurus,Green-tailed Towhee,English,true
22679859,Cygnus buccinator,Trumpeter Swan,English,true
22680104,Aix sponsa,Wood Duck,English,true
22680163,Mareca americana,Canard siffleur d'Amérique,French,false
22680163,Mareca americana,American Wigeon,English,true
22680174,Anas rubripes,Black Duck,English,false
22680174,Anas rubripes,American Black Duck,English,true
22722522,Spindalis zena,Western Spindalis,English,true
22722080,Coereba flaveola,Bananaquit,English,true
22721894,Myioborus pictus,Painted Redstart,English,false
22721894,Myioborus pictus,Painted Whitestart,English,true
22721885,Cardellina rubrifrons,Red-faced Warbler,English,true
22721879,Cardellina pusilla,Wilson's Warbler,English,true
22721882,Cardellina canadensis,Canada Warbler,English,true
22721955,Basileuterus lachrymosus,Fan-tailed Warbler,English,true
22721683,Setophaga townsendi,Townsend's Warbler,English,true
22721679,Setophaga nigrescens,Black-throated Gray Warbler,English,false
22721679,Setophaga nigrescens,Black-throated Grey Warbler,English,true
22721708,Setophaga graciae,Grace's Warbler,English,true
22721725,Setophaga discolor,Prairie Warbler,English,true
22721719,Setophaga pinus,Pine Warbler,English,true
22721664,Setophaga pensylvanica,Chestnut-sided Warbler,English,true
22721657,Setophaga petechia,Golden Warbler,English,false
22721657,Setophaga petechia,Yellow Warbler,English,false
22721657,Setophaga petechia,American Yellow Warbler,English,true
22721695,Setophaga fusca,Blackburnian Warbler,English,true
22721667,Setophaga magnolia,Magnolia Warbler,English,true
22721670,Setophaga tigrina,Cape May Warbler,English,true
22721762,Setophaga ruticilla,American Redstart,English,true
22721876,Setophaga citrina,Hooded Warbler,English,true
22721836,Geothlypis trichas,Common Yellowthroat,English,true
22721812,Geothlypis formosa,Kentucky Warbler,English,true
22721824,Geothlypis philadelphia,Mourning Warbler,English,true
22721860,Geothlypis poliocephala,Gray-crowned Yellowthroat,English,false
22721860,Geothlypis poliocephala,Grey-crowned Yellowthroat,English,true
22721818,Oporornis agilis,Connecticut Warbler,English,true
22721630,Leiothlypis virginiae,Virginia's Warbler,English,true
22721627,Leiothlypis ruficapilla,Nashville Warbler,English,true
22721636,Leiothlypis luciae,Lucy's Warbler,English,true
22721624,Leiothlypis celata,Orange-crowned Warbler,English,true
22721621,Leiothlypis peregrina,Tennessee Warbler,English,true
22721645,Oreothlypis superciliosa,Crescent-chested Warbler,English,true
22721765,Protonotaria citrea,Prothonotary Warbler,English,true
22721758,Mniotilta varia,Black-and-White Warbler,English,false
22721758,Mniotilta varia,Black-and-white Warbler,English,true
22721793,Parkesia noveboracensis,Northern Waterthrush,English,true
22721803,Parkesia motacilla,Louisiana Waterthrush,English,true
22721768,Helmitheros vermivorum,Worm-eating Warbler,English,true
22721046,Plectrophenax hyperboreus,McKay's Bunting,English,true
22721025,Rhynchophanes mccownii,McCown's Longspur,English,false
22721025,Rhynchophanes mccownii,Thick-billed Longspur,English,true
22721037,Calcarius pictus,Smith's Longspur,English,true
22718560,Anthus cervinus,Pipit à gorge rousse,French,false
22718560,Anthus cervinus,الجشنة حمراء الصدر,Arabic,false
22718560,Anthus cervinus,Red-throated Pipit,English,true
22718348,Motacilla alba,Pied Wagtail and White Wagtail,English,false
22718348,Motacilla alba,Bergeronnette grise,French,false
22718348,Motacilla alba, الذعرة البيضاء,Arabic,false
22718348,Motacilla alba,White Wagtail,English,true
22720027,Peucedramus taeniatus,Olive Warbler,English,true
22708139,Phainopepla nitens,Phainopepla,English,true
22708153,Bombycilla cedrorum,Cedar Waxwing,English,true
22710886,Sturnus vulgaris,European Starling,English,false
22710886,Sturnus vulgaris,Starling,English,false
22710886,Sturnus vulgaris,Etourneau sansonnet,French,false
22710886,Sturnus vulgaris,الزرزور,Arabic,false
22710886,Sturnus vulgaris,Ψαρόνι,"Greek, Modern (1453-)",false
22710886,Sturnus vulgaris,Common Starling,English,true
22708391,Ridgwayia pinicola,Aztec Thrush,English,true
22708385,Ixoreus naevius,Varied Thrush,English,true
22734203,Turdus rufopalliatus,Rufous-backed Robin,English,false
22734203,Turdus rufopalliatus,Rufous-backed Thrush,English,true
22708667,Catharus guttatus,Hermit Thrush,English,true
22708658,Catharus minimus,Gray-cheeked Thrush,English,false
22708658,Catharus minimus,Grey-cheeked Thrush,English,true
22708556,Sialia currucoides,Mountain Bluebird,English,true
22708553,Sialia mexicana,Western Bluebird,English,true
22709707,Luscinia svecica,Gorgebleue,French,false
22709707,Luscinia svecica,Bluethroat,English,true
22716861,Chamaea fasciata,Wrentit,English,true
22712567,Corthylio calendula,Ruby-crowned Kinglet,English,true
22708163,Cinclus mexicanus,American Dipper,English,true
22711461,Thryophilus sinaloa,Sinaloa Wren,English,true
22711287,Campylorhynchus brunneicapillus,Cactus Wren,English,true
22711374,Cistothorus palustris,Marsh Wren,English,true
103885731,Troglodytes hiemalis,Winter Wren,English,true
103884879,Troglodytes pacificus,Pacific Wren,English,true
22711335,Catherpes mexicanus,Canyon Wren,English,true
22711332,Salpinctes obsoletus,Rock Wren,English,true
22711244,Certhia americana,American Tree-Creeper,English,false
22711244,Certhia americana,Brown Creeper,English,false
22711244,Certhia americana,American Treecreeper,English,true
22711568,Auriparus flaviceps,Verdin,English,true
22711732,Poecile sclateri,Mexican Chickadee,English,true
22712252,Hirundo rustica,European Swallow,English,false
22712252,Hirundo rustica,Swallow,English,false
22712252,Hirundo rustica,Hirondelle de cheminée,French,false
22712252,Hirundo rustica,Σταβλοχελίδονο,"Greek, Modern (1453-)",false
22712252,Hirundo rustica," الخطاف, الخطاف الرقيعي, الرقيعي, السنونو",Arabic,false
22712252,Hirundo rustica,Barn Swallow,English,true
22712435,Petrochelidon fulva,Cave Swallow,English,true
22717434,Eremophila alpestris,Shore Lark,English,false
22717434,Eremophila alpestris,Χιονάδα,"Greek, Modern (1453-)",false
22717434,Eremophila alpestris,Horned Lark,English,true
22705996,Corvus imparatus,Tamaulipas Crow,English,true
22680229,Spatula discors,Sarcelle à ailes bleues,French,false
22680229,Spatula discors,Blue-winged Teal,English,true
22705742,Cyanocorax morio,Brown Jay,English,true
22680367,Aythya americana,Redhead,English,true
22679789,Nomonyx dominicus,Masked Duck,English,true
22705254,Vireo altiloquus,Black-whiskered Vireo,English,true
155115462,Vireo olivaceus,Red-eyed Vireo,English,true
22735122,Vireo gilvus,Eastern Warbling-Vireo,English,false
22735122,Vireo gilvus,Warbling Vireo,English,true
22705240,Vireo philadelphicus,Philadelphia Vireo,English,true
22680462,Bucephala albeola,Bufflehead,English,true
22705234,Vireo solitarius,Blue-headed Vireo,English,true
22705228,Vireo cassinii,Cassin's Vireo,English,true
22705237,Vireo flavifrons,Yellow-throated Vireo,English,true
22705209,Vireo vicinior,Gray Vireo,English,false
22705209,Vireo vicinior,Grey Vireo,English,true
22705188,Vireo griseus,White-eyed Vireo,English,true
22700670,Pachyramphus aglaiae,Rose-throated Becard,English,true
22728212,Cyrtonyx montezumae,Montezuma Quail,English,true
22680370,Aythya collaris,Ring-necked Duck,English,true
22700500,Tyrannus forficatus,Scissor-tailed Flycatcher,English,true
22700509,Tyrannus dominicensis,Gray Kingbird,English,false
22700509,Tyrannus dominicensis,Grey Kingbird,English,true
22700506,Tyrannus tyrannus,Eastern Kingbird,English,true
22700497,Tyrannus verticalis,Western Kingbird,English,true
22700494,Tyrannus crassirostris,Thick-billed Kingbird,English,true
22700491,Tyrannus vociferans,Cassin's Kingbird,English,true
22680472,Lophodytes cucullatus,Hooded Merganser,English,true
22700488,Tyrannus couchii,Couch's Kingbird,English,true
22700485,Tyrannus melancholicus,Tropical Kingbird,English,true
22700580,Myiodynastes luteiventris,Sulphur-bellied Flycatcher,English,true
22734690,Dendragapus obscurus,Dusky Grouse,English,true
22700586,Myiozetetes similis,Social Flycatcher,English,true
22680364,Aythya valisineria,Canvasback,English,true
22700433,Myiarchus crinitus,Great Crested Flycatcher,English,true
22700430,Myiarchus nuttingi,Nutting's Flycatcher,English,true
22700427,Myiarchus cinerascens,Ash-throated Flycatcher,English,true
22700399,Myiarchus tuberculifer,Dusky-capped Flycatcher,English,true
22699886,Sayornis phoebe,Eastern Phoebe,English,true
22699892,Sayornis nigricans,Black Phoebe,English,true
22699880,Empidonax fulvifrons,Buff-breasted Flycatcher,English,true
22699864,Empidonax oberholseri,Dusky Flycatcher,English,false
22699864,Empidonax oberholseri,American Dusky Flycatcher,English,true
22699860,Empidonax wrightii,Gray Flycatcher,English,false
22699860,Empidonax wrightii,Grey Flycatcher,English,false
22699860,Empidonax wrightii,American Grey Flycatcher,English,true
22699857,Empidonax hammondii,Hammond's Flycatcher,English,true
22699854,Empidonax minimus,Least Flycatcher,English,true
22699848,Empidonax traillii,Willow Flycatcher,English,true
22699845,Empidonax alnorum,Alder Flycatcher,English,true
22699842,Empidonax virescens,Acadian Flycatcher,English,true
22699839,Empidonax flaviventris,Yellow-bellied Flycatcher,English,true
22699816,Contopus virens,Eastern Wood Pewee,English,false
22699816,Contopus virens,Eastern Wood-Pewee,English,false
22699816,Contopus virens,Eastern Wood-pewee,English,true
22699811,Contopus sordidulus,Western Wood Pewee,English,false
22699811,Contopus sordidulus,Western Wood-Pewee,English,false
22699811,Contopus sordidulus,Western Wood-pewee,English,true
22699798,Contopus pertinax,Greater Pewee,English,true
22699779,Mitrephanes phaeocercus,Northern Tufted Flycatcher,English,false
22699779,Mitrephanes phaeocercus,Tufted Flycatcher,English,true
22679511,Tympanuchus phasianellus,Sharp-tailed Grouse,English,true
22699177,Camptostoma imberbe,Northern Beardless-tyrannulet,English,false
22699177,Camptostoma imberbe,Northern Beardless-Tyrannulet,English,false
22699177,Camptostoma imberbe,Northern Beardless Tyrannulet,English,true
22724081,Icterus graduacauda,Audubon's Oriole,English,true
22724105,Icterus pectoralis,Spot-breasted Oriole,English,true
22724139,Icterus wagleri,Black-vented Oriole,English,true
22723799,Pheucticus chrysopeplus,Mexican Yellow Grosbeak,English,false
22723799,Pheucticus chrysopeplus,Yellow Grosbeak,English,true
22693379,Calidris minuta,Bécasseau minute,French,false
22693379,Calidris minuta, الطيطوى الصغيرة,Arabic,false
22693379,Calidris minuta,Little Stint,English,true
22693178,Numenius phaeopus,Courlis corlieu,French,false
22693178,Numenius phaeopus, كروان الغيط الصغير,Arabic,false
22693178,Numenius phaeopus,Whimbrel,English,true
22722444,Piranga bidentata,Flame-coloured Tanager,English,false
22722444,Piranga bidentata,Flame-colored Tanager,English,true
103811627,Piranga hepatica,Hepatic Tanager,English,true
22721097,Junco hyemalis,Dark-eyed Junco,English,true
22721085,Zonotrichia albicollis,White-throated Sparrow,English,true
22721070,Melospiza georgiana,Swamp Sparrow,English,true
22721123,Ammospiza maritima,Seaside Sparrow,English,true
22728393,Ammospiza nelsoni,Nelson's Sharp-tailed Sparrow,English,false
22728393,Ammospiza nelsoni,Nelson's Sparrow,English,true
22721144,Ammodramus savannarum,Grasshopper Sparrow,English,true
22721194,Amphispiza bilineata,Black-throated Sparrow,English,true
22734705,Spizella breweri,Brewer's Sparrow,English,true
22721162,Spizella passerina,Chipping Sparrow,English,true
22721159,Passerella arborea,American Tree Sparrow,English,true
22721264,Peucaea botterii,Botteri's Sparrow,English,true
22721331,Melozone fusca,Canyon Towhee,English,true
22721288,Aimophila ruficeps,Rufous-crowned Sparrow,English,true
22721392,Arremonops rufivirgatus,Olive Sparrow,English,true
103772680,Pipilo maculatus,Spotted Towhee,English,true
103780243,Passerculus sandwichensis,Savannah Sparrow,English,true
103780258,Passerculus guttatus,Belding's Sparrow,English,true
103779110,Passerella iliaca,Red Fox-sparrow,English,true
219590896,Passerella megarhyncha,Thick-billed Fox Sparrow,English,false
219590896,Passerella megarhyncha,Thick-billed Fox-sparrow,English,true
219590798,Passerella schistacea,Slate-colored Fox Sparrow,English,false
219590798,Passerella schistacea,Slate-coloured Fox Sparrow,English,false
219590798,Passerella schistacea,Slate-coloured Fox-sparrow,English,true
22723603,Tiaris olivaceus,Yellow-faced Grassquit,English,true
22678305,Ortalis vetula,Plain Chachalaca,English,true
22679594,Callipepla squamata,Scaled Quail,English,true
22679609,Callipepla gambelii,Gambel's Quail,English,true
22679603,Callipepla californica,California Quail,English,true
22722057,Icteria virens,Yellow-breasted Chat,English,true
22721898,Myioborus miniatus,Slate-throated Redstart,English,false
22721898,Myioborus miniatus,Slate-throated Whitestart,English,true
22722016,Basileuterus rufifrons,Rufous-capped Warbler,English,true
22721689,Setophaga virens,Black-throated Green Warbler,English,true
